student_id,attendance_rate,assignment_score,exam_score,course_load,previous_gpa,study_hours_per_week,participation_score,final_grade
STU0019,75.91975924478788,75.1947903770852,87.70836060418453,4,3.017356874376281,11.304856709883836,23.915761281120666,66.84523834326909
STU0020,70.87696298664709,86.36248919602875,50.21483210293055,4,2.015747893280973,18.2616516908834,62.779815534948604,66.67553091418303
STU0021,99.65648768921554,87.8425323205325,76.19865260532657,5,3.327487792110845,22.136526821446083,100.0,83.99642802684338
STU0022,82.74223699513465,71.39449994092132,80.54753875916384,4,3.405399322795855,12.902826236707247,65.38676666720583,68.94709400993327
STU0023,85.67528204687923,79.63468111608526,100.0,4,2.5030686625825735,18.78244177158049,92.06435144107316,86.89642053358897
STU0024,70.75251813786544,100.0,48.823592017617756,3,3.210095771447496,5.429699647062663,98.83884803905201,63.61865121293074
STU0025,79.55617275474818,100.0,14.609756883583493,4,2.5717508812954004,18.297256205568058,74.3792783171195,55.781972282691896
STU0026,86.10922589709867,86.54485504511048,78.6769908950739,4,3.048835188374168,10.980257926362595,53.163567362636954,65.94139967852391
STU0027,73.49006422577698,80.570052172523,100.0,5,2.3677507965225173,16.53672808353985,21.29375336434223,67.06916106605532
STU0028,88.75698018345672,81.80046990077392,99.77892705878875,4,2.1034467737327116,13.761237908801453,83.6832641721791,84.37873013468781
STU0029,78.99361310081196,89.20276959095625,79.19318830549251,4,2.8085914051935155,21.60207004891917,53.704879943529036,66.07640700675597
STU0030,82.08306250206724,64.65811152202392,65.16727628735906,5,2.938135526862582,10.62782175830041,73.52300903775384,61.35726408978261
STU0031,78.98293387770603,76.13935193864982,91.14245193274621,5,2.801160153192698,18.138031487809155,45.00359320821272,75.62155770890024
STU0032,100.0,54.97123889183615,55.529076005910625,4,2.40798472088872,13.602462683517333,64.69524919059596,63.78466908930828
STU0033,84.86502775262066,85.98834683907918,84.52715538712438,4,2.8000504689344314,14.20847260995168,70.67438109802106,89.22066764503823
STU0034,74.422890710441,89.70793909554112,85.10940318333253,4,3.134647376290367,14.080730534203951,75.37187162088595,88.03149283807502
STU0035,93.22544912103189,72.75220306550939,96.2041981499776,5,2.9775534849387313,10.771634477529435,47.703556252951714,75.66985280999229
STU0036,72.79156350028978,100.0,100.0,3,3.0912505152996066,14.929505170466642,93.93821897522704,89.59847766990823
STU0037,87.08863595004756,61.613515054964886,82.84831934357534,5,2.6649423997728836,14.686758889390893,58.06210430536058,76.63301290488208
STU0038,65.40329876120225,58.0343767968527,64.82072748585003,4,3.58585895735808,16.206201242033647,36.5106107909351,58.65285260199616
STU0039,71.71813951101569,83.36677727839958,74.48851375616012,4,2.4119133317226096,15.422525728464313,67.81953160073073,63.82572584001689
STU0040,86.96861235869123,95.70647453918232,39.61848190221764,3,3.2437801485433595,18.98997274806118,70.6875061805292,69.78469858585171
STU0041,92.3846657999541,100.0,61.105737378218834,4,3.590945546479981,19.617543080236842,73.2117886634352,78.82395632995079
STU0042,86.7136828118997,73.1167360569659,66.81435123773792,4,3.2404540463744476,9.746883390860994,97.24264807370159,72.96733906322876
STU0043,83.8435171761176,96.18021250146944,64.51823204130815,3,2.8987378864675852,19.343862502953854,65.2710232652828,77.47230904053079
STU0044,81.98896304410711,79.42237295748939,78.04709744067443,4,2.7358514766685107,9.068317864450728,67.60760751262457,70.54941777907779
STU0045,70.21478009632573,77.41059050088771,58.55160135235599,6,3.518043825523128,17.939279440688676,47.93631237533813,60.22397453748056
STU0046,77.80155791605291,93.25489906230008,97.42061334648943,4,2.2885125373691633,18.098693923514343,86.41107005775794,84.04522588871936
STU0047,80.39361229040213,89.78484317620129,75.00414129836395,5,2.5149378698101783,5.44341554168748,73.68618128156207,76.68676891704477
STU0048,95.57122226218915,56.35411764523626,74.81399357722748,3,2.8012211172541392,15.464896232647048,61.59944545411675,66.43408941007425
STU0049,88.43618289568461,100.0,68.44210566974164,4,3.618826878755999,12.657519433198422,31.906506130690726,80.78560023307796
STU0050,67.36959844637266,100.0,78.10381367717959,3,3.189883818020448,11.206173710323124,98.88824390110175,70.40528933206025
STU0051,88.24083969394795,70.61655947735706,91.5019652933527,4,2.5159771207448776,21.75426165349503,45.446400710878855,73.75355315168558
STU0052,81.14917719583684,85.93705300156114,57.65739568578199,5,2.8448461473075484,11.731604296812906,58.17443981260589,67.58460070322874
STU0053,78.23077999694041,87.41045279424108,61.837670218494864,4,2.6928384279518527,10.96811535440975,77.16689022152006,67.95556468784476
STU0054,91.11676288840867,83.9101064873586,68.9254794244667,3,2.6451055038832325,15.378474700025468,46.06884142766627,70.17104885163519
STU0055,95.30999522495951,71.7454226923187,48.082581530535705,4,3.4894447792783896,18.427948731492084,40.12980443493713,76.53611748024379
STU0056,94.31280119116198,69.92564948092922,58.61484280557004,4,2.3141284353682474,14.291757069949366,27.521048345986703,60.859964220467084
STU0057,76.60782476777362,79.61668893512832,65.47558252910682,4,3.8043904278671867,20.83185272834626,84.4199390581127,86.96023259837455
STU0058,81.90787624148786,97.59093528889046,92.48778361425454,5,3.4141148450923113,17.654878309820454,59.096275105473566,86.13752755534185
STU0059,88.31263431403563,88.15400231891648,80.2512265800385,5,3.545430835301849,4.108943401342849,100.0,83.51907413125264
STU0060,94.75545127122359,74.44078501870841,78.8717982273509,4,2.768530243987371,12.352665182464959,50.11289868738253,77.78764305364436
STU0061,80.2082576215471,91.57548065972517,92.01795924335944,4,2.9250296404604454,12.190789503241506,51.57097953142157,92.31093806121683
STU0062,83.14341023336183,37.27186069054887,72.25256423201206,4,2.283424092737644,17.39680476714711,58.69214059429197,58.26548371438462
STU0063,73.93665025993971,97.23148550558155,82.80929699857779,3,2.7376687964665987,1.8759147181294389,74.86269310276978,71.68919194424906
STU0064,73.0379337591933,53.904293318328506,72.93556494135008,4,3.2468274238215753,27.745048543588613,60.59593322429377,64.09784733935162
STU0065,93.12525822394198,74.56338587895301,80.30724698799257,4,3.648031530890698,17.65513047447105,82.24664428005025,81.55713786567554
STU0066,98.56240028570824,63.20495158060784,63.34482684776836,4,2.4464215915987744,15.744384019588455,50.428232200226915,60.389498418794744
STU0067,84.27989878419666,60.57977786418642,26.22365683447142,4,2.817247031507367,20.90783858209573,42.36816563072838,54.535441515871746
STU0068,95.03532897892025,97.41240181067779,72.31441675627391,3,2.9243503898837386,26.718270264063126,34.03570521181785,86.7896468231136
STU0069,88.61636025047635,72.98448198032163,100.0,4,2.302105398903757,19.353733222942015,25.528516641256065,77.7515118954865
STU0070,78.54880245394875,85.19755822596073,93.52430804483184,3,3.2956746208792,19.7440654823581,59.638619610498864,79.4480324387362
STU0071,88.61395605508415,79.29619131681224,94.30794969182341,3,2.6380048341286955,15.653450122321912,63.98039375213556,77.77270641402986
STU0072,100.0,87.15561240834683,99.72261443612436,5,2.902304824411488,14.292371233165259,57.37125945033633,91.26259046464337
STU0073,84.64173960890048,81.15232836590383,76.77315181922876,3,2.774025314044061,12.621022779975494,94.86811594374323,73.97765941246631
STU0074,100.0,60.755116637171454,78.94631414811192,4,2.605330747140163,10.86944004142729,94.5606041921627,87.1232284660735
STU0075,58.80254895910256,94.9440022917071,62.646962091313,3,2.9964775072597227,11.564929501502514,63.303940251109964,77.12840580749331
STU0076,93.21902504375224,72.59365125258032,68.678542879459,5,2.8921952107159887,8.247220178285083,34.12157773616074,71.1781711868353
STU0077,85.87047068238171,56.651271520103734,87.31542299542284,4,2.814071058860667,14.620642746574884,58.66589783889894,73.29875513855885
STU0078,82.00992649534132,73.57827258551131,99.07768874337633,4,2.6357691891598285,6.576662113868066,58.00357212165877,83.14218820161055
STU0079,85.91760776535503,100.0,72.21107448638001,4,3.159762335391478,15.954582620718554,56.85730075443884,83.79731097438383
STU0080,65.12431085399108,92.7533261317024,65.99621470297177,5,3.8268086342461425,14.818346959788292,56.0456219220351,67.2540671692304
STU0081,82.80328112162488,74.7702179838821,75.01055917713195,6,3.0699436164195637,15.734676491933438,56.93074208550386,70.46665686343135
STU0082,88.57112571511746,74.76113443522357,87.0241349785823,4,3.4980591074555645,12.389342149900038,62.2691676820448,72.8015103878157
STU0083,99.77894044741517,75.17547423173926,46.12290367732916,5,2.3048890374232687,30.384301850902517,57.28917802368887,70.39159633408799
STU0084,79.81729781726352,100.0,29.076380937255237,5,3.0788807196468846,21.800579500901563,74.16645017251184,69.30428291923546
STU0085,76.91506397106812,85.7290317834733,63.98926301016833,5,2.4513158405144666,8.777287499576387,77.20737431809722,63.54847884625936
STU0086,79.98242956415463,86.45062470786604,50.58575148171683,4,2.2615375362340493,16.16434043713449,51.787098256350205,62.634450962979706
STU0087,94.15402117702074,95.45425181047763,64.83719604705378,4,2.6303142962704817,11.959969285313383,95.42130652014066,72.65815820378171
STU0088,88.28751109659684,83.5818373853977,72.04439362365056,4,3.5959496672067863,9.92760136646293,50.39875396318772,70.93007398808678
STU0089,79.70239796232961,76.11436781268945,65.93503181953973,5,3.4750079143348227,8.299639644380326,37.64398772369326,70.96595042275813
STU0090,90.13267433113356,77.05475226372532,100.0,4,3.1215023610271997,17.16108345379627,77.61556142730103,81.55812909281477
STU0091,85.9707754934804,78.92598110878905,81.5348952920464,4,2.2336497200550345,11.593098824652131,53.6518373117132,72.34284681635447
STU0092,94.68644990532889,79.44166645235238,81.00948719221657,4,2.9018596743060314,19.839130120126022,76.42582941514776,72.60737842402355
STU0093,77.97946906122648,90.9144431545547,87.44414288086804,5,3.150850004450868,19.968911072652194,21.92662797798939,76.91262872529262
STU0094,81.72337853402232,80.77918828710949,52.223337644384614,5,3.087768114789299,21.869571926057247,97.84911882966135,71.72360634756473
STU0095,81.07891846867842,90.98960115823368,95.78223574840537,3,2.078103208259627,10.738066169629482,83.44586816080805,78.17117577686497
STU0096,70.36485051867882,78.78925129837127,73.4847142692908,5,2.554841075990064,17.376828053460052,39.990469016739965,66.573238078714
STU0097,87.96120277064576,81.17952785474137,88.40961234482425,4,2.9679611179256415,18.162271083211504,40.42445752307429,78.92914002501689
STU0098,87.6105527217989,50.026989732018386,53.562855339196894,5,3.268145454758595,12.629109124480175,100.0,63.33582653341027
STU0099,85.05113456642461,93.74491512053721,43.924824679678714,4,1.9019360894500268,11.141140213035625,55.252401930040826,57.202095787541026
STU0100,82.65412866624852,85.19732713846989,91.35779316050058,4,2.918938012260071,23.047603328879866,53.31630302534752,89.07194337191328
STU0101,70.84629257949585,94.97015164789478,82.52819052195034,5,3.071524384939476,16.13747937866027,24.678958117014346,70.05815181940281
STU0102,80.7935467723464,36.55616932709466,56.95896891284979,4,3.4248059942581066,18.17983875355869,62.984435887968914,60.79195316622405
STU0103,81.57285483473231,100.0,57.606738374506115,5,3.3464287921187186,10.889619940860364,65.44560770328495,78.7290286408478
STU0104,76.9772273077838,77.9061555776724,97.50869568829539,4,3.2912856594044024,8.903577667389031,84.3098619353897,99.27298069561033
STU0105,83.3871428833399,96.62274225106275,51.21176214265344,4,2.600029746649033,12.152751127539448,42.01843143631049,61.22962318740681
STU0106,89.04050856814538,64.40141109311703,100.0,4,2.045998931438346,14.379893063050014,39.59426415518781,77.90195847971195
STU0107,100.0,89.19160857593855,56.98758530704262,4,2.8034736214692995,9.678899965913256,79.01925269552953,72.27533520064748
STU0108,86.74577812831839,64.19876655239516,87.76783851216766,4,3.50081591260428,14.950775956748085,90.1346014245413,77.42317539296502
STU0109,87.57550390722764,70.64346558956292,68.4276304850203,3,3.6967272637622157,6.557474059657499,38.576952977642335,66.70505899832716
STU0110,84.25554084233833,100.0,87.06374862164687,4,3.355274551148893,9.399762887650638,91.63028172599482,80.0459257973125
STU0111,65.81228784700959,77.1397639885498,64.11771995771615,3,3.214670411400867,18.354556241384376,70.75083682973643,67.85709927346815
STU0112,84.73486124550783,83.26149309769585,71.74414187855412,6,3.1898198241929827,18.018952601389472,91.83610678149292,70.94679855801188
STU0113,85.60230209941027,93.05101596033131,75.81838350791442,6,2.7219406266196096,13.040616173065668,68.59559276964767,82.45880406267287
STU0114,100.0,87.43522831958907,54.95625088437055,4,2.93496985322319,9.911178454615236,19.554441650240992,69.53292225293944
STU0115,83.07639035218878,82.25628357715364,89.81648690840251,5,3.8345347629131656,9.862982242369945,66.96065235367922,83.54617560739369
STU0116,88.01547342333612,85.47441503699338,64.73572867056829,4,2.528720997104062,13.13365877029343,91.2028763734254,72.94398291180413
STU0117,84.65288230294756,100.0,70.42800169319963,4,3.807389395354926,18.22259245822646,52.125079618325714,77.00884210868058
STU0118,73.31321962380468,79.13571804449622,55.11301250782976,5,2.8389859227539707,19.641228456721624,62.240700621850955,67.41282950777817
STU0119,96.4282281451502,83.01648570072452,23.75332682409379,5,3.6627160545475395,12.517341322590156,66.47732992898044,59.07235632315737
STU0120,92.51933032686775,95.75981594011418,71.17944474799663,4,2.2965924952512307,9.232537870076081,12.009722402630363,69.7113842874708
STU0121,92.91031947043047,96.58288899436975,100.0,5,3.2929521005823243,16.339218189331667,100.0,88.11239216747826
STU0122,75.9061254520526,97.8054545834057,90.69208575796047,4,2.631614932026189,10.882325146870752,51.97248640205651,74.15692243908558
STU0123,99.02794310936099,89.58095333043777,74.6147924053121,6,2.292366404037906,12.408736805693987,80.11470864945598,69.49168351750298
STU0124,70.98148937207719,62.854926309042746,69.74218341583465,3,3.109267021205473,21.626380452185188,68.26597727703583,74.69804890291402
STU0125,90.8685709380027,100.0,75.44931785624092,4,3.5047358942979843,19.13557714282884,95.1523811271872,82.10987988835068
STU0126,100.0,62.804819104719684,85.9423823035042,4,2.577529280703252,15.789871561257259,78.12112244856162,84.99548139055297
STU0127,75.09463674869312,84.5395319785855,51.38374369382311,4,2.2504920197707996,8.640404994436386,65.3015145695805,69.46107230383747
STU0128,79.33702270397228,68.68586224970963,97.28643389337745,3,2.9540776178325223,16.056982837353296,52.1296981496144,70.53122190464384
STU0129,85.99651365087641,79.0379248011051,89.30762630882488,5,2.9562823356114096,20.313286453937632,85.95701402764277,76.67468097440992
STU0130,79.965243458838,84.93143615455222,89.36371451415869,3,3.2741598137772496,13.121831671172322,32.53117392090766,89.3399273402971
STU0131,69.49336568933867,84.8203582317541,83.76951477619454,4,3.474797285682244,21.755570449933575,82.91780840551785,87.37722831093032
STU0132,85.68562974806028,86.32881131352927,75.3923331538798,4,2.970292409363753,21.463726447591036,48.019104968902546,75.52129124430309
STU0133,74.37696286273895,100.0,88.4572247193364,4,3.9277516573971316,23.31866416071737,95.0456732391328,88.07408654705024
STU0134,89.73592430635182,86.8030145227097,86.83628267482756,4,3.112117372267646,16.526215632656765,73.2259908532539,79.44675084810241
STU0135,75.80575765766197,76.33765047064027,67.91918578117952,4,2.82678674699655,17.936958499030062,82.88247535700218,73.90539906699371
STU0136,100.0,94.46130752432536,63.52796454206198,3,2.194216320448586,22.07093644165545,71.63977627649439,74.22135343680776
STU0137,77.16746707663764,97.8420573338696,77.03712590523973,3,2.868670239841916,17.236969685344878,34.95245809718006,64.20026556387062
STU0138,81.77938483794324,61.58588277294511,100.0,4,2.831806527294432,12.493829461048936,52.78541673209323,69.76168476906987
STU0139,93.1351721736967,88.96100104774787,50.21785848692198,5,3.480152398140735,12.757285817360694,83.44778675222764,74.56770279061396
STU0140,72.69135683566044,90.51759113466348,45.6494946849512,5,3.231241812033427,16.192774768868695,73.33311634719688,61.34656330551036
STU0141,87.2745993460413,75.53654744960012,78.29521682473033,3,2.4103154391836914,8.547192890268906,93.61979810611344,76.32062474687925
STU0142,98.07142754282428,100.0,76.01775403712035,4,3.0861271932055185,14.283705423179036,78.06549126074343,78.9001155510839
STU0143,68.92516765438772,77.7491661945121,78.46683328740816,3,3.3357655858645265,20.48273559115127,50.6659621859468,67.86368926858296
STU0144,86.84633858532304,81.88364680207314,79.87906395817001,3,3.7640156796939164,4.043730744173595,54.07871724558732,81.54014372447324
STU0145,87.59882794248423,77.40392263574195,70.5359549073039,4,3.44375198370703,22.672410508972575,72.05834781046474,77.86113651437246
STU0146,92.8182287177731,80.23368571372201,100.0,4,3.380423327155739,20.6118710935158,23.71911867999789,82.08712951086166
STU0147,72.63049289121918,63.55587369657197,42.981920430469685,3,3.0300429973075818,12.701176920847619,100.0,67.00341914196707
STU0148,71.79543386915724,58.39923676108558,58.43005950439508,4,3.1941560027117246,17.716954139359046,78.83493472755114,67.20134553103202
STU0149,90.21941565616898,100.0,72.93490479701906,3,3.6247524503530792,15.015738634531633,94.54069194097744,91.6856659928384
STU0150,87.96984673233186,67.29557977522508,42.13622377691666,5,2.3336113012601754,21.149951842193417,38.38792118381662,57.58096401537871
STU0151,87.50492850345877,65.1291147581554,71.48291191135857,6,2.825280336391522,19.913415713849705,94.89130320710511,72.74242649134008
STU0152,88.46448209496975,47.699148295944276,100.0,3,2.6137156256218796,7.999646384084954,100.0,72.48465755343777
STU0153,78.1997527842151,70.41557378465747,75.41772976591923,4,3.1895765593630623,17.936312067320884,43.582432892453646,68.23928419028405
STU0154,87.32253697161003,60.153653098887524,79.61401811437366,5,3.615111087825394,13.971860731783762,85.42803589807534,81.54718715105373
STU0155,87.93072473298682,100.0,49.796704696548396,5,2.701512856639463,15.414162852590499,70.02219889374587,78.71904776975418
STU0156,77.85648581973632,95.1472563401395,62.67277183921045,4,1.804847816265281,11.359140495150923,39.11132303503512,71.65609600884027
STU0157,100.0,69.67774482233415,67.49607239352126,3,2.793889627487765,23.740685345604177,79.85767943703739,67.5579718967596
STU0158,89.73832920911788,100.0,68.64569806487532,3,3.4567368660087032,20.20030909951288,86.67206409674696,87.77309726969347
STU0159,73.08696502797352,94.72648230487391,100.0,4,3.2688149514749396,11.301144180135164,57.97746894662306,73.12434329297099
STU0160,91.5655360863383,75.12752924737066,86.15382121450249,4,3.214093123905288,8.326946965448837,93.31833040510446,86.45338340283973
STU0161,75.25318329772679,42.50891427689641,52.77084086125936,3,2.8600033490627603,13.07163684511076,36.664731864216044,53.43105354892309
STU0162,92.87084603742451,100.0,79.9300955686401,4,2.360484631890107,17.172513230456527,40.10487707100712,82.33835735948908
STU0163,96.58595579007404,59.15641299854606,84.96443496993571,3,3.2576471608122337,16.201029219731115,72.73194791177505,71.8422759139168
STU0164,76.7931768164829,55.31901879564662,97.80298077042534,5,2.5828590949826875,21.265664123841216,70.50770555944544,81.09331506369377
STU0165,94.63376129244322,95.3385564801446,100.0,4,4.0,18.94959861090426,55.6685302315179,82.8630907728575
STU0166,89.12780926936499,100.0,54.69811616344263,3,3.285253604177258,19.847845128764533,86.19188871943771,74.16622000737154
STU0167,93.2206015999449,100.0,58.78284977579324,4,2.7096758487230246,16.634277003052187,80.61788628431898,72.4489381444237
STU0168,100.0,88.4586368007854,49.84844282170768,4,2.694307376305686,8.053506348945048,87.16278141868032,65.13223316008364
STU0169,82.5461188399713,88.92131512497929,70.31960281786037,6,2.9535278966932057,14.021507344265492,67.53727129295464,75.52900902374418
STU0170,77.4626383564251,92.80123338170462,84.32716748892669,4,2.8802490389891253,20.300448699543328,82.05160535956682,89.69033010469384
STU0171,76.10485570374476,91.38392884680148,94.74669033178203,4,3.5584168877649773,14.74238535737677,61.08699393940011,95.54051305552129
STU0172,76.84189715034562,84.21787135954064,73.48097952714954,5,3.0932080848720234,17.515451843118733,100.0,78.06868674956257
STU0173,84.22898290585896,81.56301655927814,68.60304953490312,4,2.634184130545736,13.406258423769334,53.74908459756029,76.83516490262623
STU0174,88.41151974816644,79.06110308150717,78.03515984497481,5,3.9452203425778913,9.850940757290775,100.0,83.33426662865199
STU0175,87.7669079933002,68.69053116699986,58.29714196739954,4,3.0246541657601114,14.383279679769448,70.69775894178817,71.73313107234198
STU0176,93.27183249036024,75.78987384699839,100.0,4,3.3844198379844483,16.54523721516327,42.489782208625144,81.12974117369352
STU0177,85.13001891877907,54.605647787069216,42.846779457638824,3,2.6958867462776204,11.721561402692782,97.36158700977202,63.6810844584538
STU0178,99.53534077157317,78.52490559807875,78.69481157791449,4,3.1815578138722618,13.821443775716657,72.51802776789918,83.47249499795777
STU0179,82.35343166762044,65.17113339273624,100.0,5,3.1555549955715976,10.302683790070088,87.02248196760476,78.35169001576719
STU0180,100.0,63.44616024176343,75.13599689119995,5,2.0551753539519235,20.59622458782048,94.47711837085187,76.48783229699478
STU0181,91.25667347765007,82.69841226730217,71.19921929997011,4,4.0,13.52772121205983,76.7591110829005,79.45014924737258
STU0182,76.42842443583717,100.0,67.85109154379145,4,3.6453222304612733,22.263777725630916,58.15518310374371,80.74965181784
STU0183,74.29107501938887,93.7747490900347,71.39216636475184,5,2.801402341927006,22.643739252704542,89.514267553385,71.63451415956779
STU0184,89.82472415243186,56.44249094565234,100.0,5,2.4488651297720723,14.59477017639128,70.01511014909191,78.07011904117869
STU0185,82.7653721467415,65.15557795144494,30.762761773409864,3,3.173780806901776,9.957756337263252,83.71715637216838,69.81325779245842
STU0186,92.14000494092092,94.11156781982324,100.0,4,3.0433488497071983,4.570510611333313,26.92538852417077,88.43557759994297
STU0187,89.73237624573545,65.26268909692536,46.5208569509971,4,3.1778344742816147,7.639814634866042,78.93963434019703,72.79031529377194
STU0188,84.27171087343127,76.63050275004463,69.66695341531171,5,3.095788698097045,8.1308258755067,57.2282834970994,71.69165617635365
STU0189,76.53206281931595,88.25078148536828,66.41511159402677,3,3.253120494652963,21.892348137307522,100.0,78.63472934890395
STU0190,69.85152775314135,65.47483317704547,86.7710653954144,4,3.7236528496959034,15.57912293613473,82.4617469577819,80.7135681394648
STU0191,80.53485047932979,81.5806325921894,43.037512962325046,5,3.284051602564323,16.948022620459938,74.79715491698593,74.5470174347779
STU0192,93.56398794323472,59.989617576226934,84.24345332163885,3,2.4751722505450293,3.8978949553243702,79.72619986700442,65.45428204172673
STU0193,87.14093744130204,70.9794853407318,100.0,4,3.681281426356226,9.010167853913693,50.031182942465634,74.51126353875112
STU0194,72.54261221288012,84.79672901213806,47.73651990814379,4,3.8203072817441437,19.435398882231436,100.0,77.45748342768752
STU0195,86.73180925851182,56.10509399702496,78.79412335220792,4,4.0,16.433870561912933,100.0,76.80114839704258
STU0196,88.85317379728836,86.60712106940599,61.76035644406782,4,2.438252983380201,14.263973606572014,77.85827021096432,70.01207749033739
STU0197,76.16142563798867,79.70543301609978,83.51774412386071,4,3.1214410065751377,17.824211793000615,100.0,73.35198501063522
STU0198,86.53725105945527,88.28734931625722,75.38295554831504,3,1.9589506484055061,23.178989030679077,58.61703602654932,72.20856491162583
STU0199,85.58208718446,83.35871201096992,62.170261819113804,4,3.2765745781896047,13.894787682314748,54.057728675500385,64.69318440817952
STU0200,73.57029702169378,100.0,84.75744569742147,5,2.7258998509166137,15.346849013290347,70.81849497457846,89.70656335439068
STU0201,88.57787360348283,81.87836753971861,100.0,5,3.9617228974124767,15.962984593656525,78.69882076735797,87.77844942854419
STU0202,90.60784526368235,73.5589168831212,71.18192416545402,3,2.612692514990709,26.96054817636996,62.12026637513759,73.86838197599496
STU0203,95.83051243175277,81.83446254548426,89.39515884296364,3,2.1554084810163694,4.503218677904872,80.75536380736968,83.99783109683169
STU0204,95.53802052034904,88.14947043554582,49.134540842576726,4,2.7643681296487403,18.41611507394404,76.12778964146828,77.43179811196538
STU0205,71.22330632042909,80.73290105488556,55.871272463639826,4,2.0122561143914313,14.425988756204681,50.0338644941789,66.91985492396647
STU0206,75.62174960084877,80.60887536805824,84.44812555760755,4,3.375549727253655,17.833858630920897,80.37586034903443,83.98960607677363
STU0207,90.1503526720866,69.47012468289867,100.0,4,1.9674584768718397,11.713137230026378,87.27056485043042,78.09440175087236
STU0208,90.1378595091221,70.05648623673578,82.1122669757132,3,3.0142287905915794,14.75517484570775,73.42938635180782,76.04413628878784
STU0209,90.15047686306048,58.9609209230046,68.7388393895369,3,1.9610940900719016,18.557052897327477,93.05296206523384,74.86035021587438
STU0210,100.0,100.0,74.98582810846708,4,2.839851097731679,30.564551005219208,45.65192413006096,79.58007838219925
STU0211,90.70890510693167,61.34205146913072,49.99184532060565,4,3.821689077902267,19.040180947010356,79.35900844263703,69.31179864032504
STU0212,96.35565640180599,69.60642203306139,87.09030652710733,3,3.1803239457178973,10.759672009847456,46.59438587206451,79.81732493980599
STU0213,94.54001763493203,69.22389101646203,92.64666124646818,4,2.568253197517533,12.881201589886485,47.71837283533825,81.68029683383406
STU0214,91.51391251305797,93.42386565416662,65.9581933433384,4,2.9843982555304582,12.732929458080731,57.3813833252442,66.93473136740697
STU0215,81.84730755359655,75.57575482561958,65.59915704480997,5,3.0090084360222233,6.0217841368499245,51.1587963285151,72.07103235300285
STU0216,92.58969220493267,98.716131090106,80.31756459304097,5,3.236315172921703,13.349549041492814,59.040083625177246,81.1470495568793
STU0217,77.27174785462428,69.89764063634198,66.2656052791881,4,2.316570818359587,18.664145409108723,65.71699378577622,70.94397619439026
STU0218,82.63181393259991,84.18491243335703,73.67734770748355,4,3.296283636923665,8.628839404616024,86.74308972662769,81.26070074927412
STU0219,80.14636452170896,67.46979420110364,100.0,4,1.6478041841986124,20.242413255252963,63.57681922588595,84.07155898485418
STU0220,85.81874139386322,100.0,70.05948598508007,4,2.685057723818095,17.43887410542169,38.28748586460814,81.52507968864407
STU0221,100.0,62.18602371455731,67.83319695957556,4,2.7558630787742278,11.32883339014481,92.8013569299032,81.82269887277599
STU0222,66.32734807408252,84.64731065340541,62.049163887296814,5,3.316663413035619,14.292351813310763,53.25819732769921,74.39111335791199
STU0223,91.86260190374513,89.50665321398148,89.88383942999873,4,3.0113154263384345,22.991609038205166,68.82559145790742,85.99903648726928
